"date","Plate.SN","well","treatment","dose","units","wllq_by_well","wllq_notes_by_well","meanfiringrate_auc","burst.per.min_auc","mean.isis_auc","per.spikes.in.burst_auc","mean.dur_auc","mean.IBIs_auc","nAE_auc","nABE_auc","ns.n_auc","ns.peak.m_auc","ns.durn.m_auc","ns.percent.of.spikes.in.ns_auc","ns.mean.insis_auc","ns.durn.sd_auc","ns.mean.spikes.in.ns_auc","r_auc","mi_auc"
"20220615","MW78-7303","B7","7126 C8","30.05","uM","1","",3.771456,5.615,0.646233,379.611196,5.222036,538.50925,81,50,39.5,84.979167,1.847043,57.309467,927.678125,0.306191,256.645833,0.942407,0.003775
"20211110","MW78-6212","C7","7126 C8","30.05","uM","0","(7126 C8) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",1.945558,0.3,0,0,0,0,7,0,4.5,12.5,0.124643,1.973684,492.5625,0.03495,14.5,0.03416,0
"20220615","MW78-7304","C7","7126 C8","30.05","uM","1","",5.045327,9.148571,0.730449,299.271458,5.948083,413.480917,85,48.5,36,78.616667,1.715761,31.932643,825.025,0.345898,178.633333,0.578561,0.001437
"20211124","MW78-6217","A7","7126 D7","30.05","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211124","MW78-6218","B7","7126 D7","30.05","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211124","MW78-6219","C7","7126 D7","30.05","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220119","MW78-6313","A7","7126 F3","30.05","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220119","MW78-6314","B7","7126 F3","30.05","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220119","MW78-6312","C7","7126 F3","30.05","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211027","MW75-9317","D7","7126 G10","30.05","uM","1","Hot water shut off in building; ",9.019924,6.60875,0.204795,216.135719,4.390313,123.829062,63.5,34,109.5,60.5,1.339238,29.424141,391.740323,0.357624,406.642857,1.173763,0.030464
"20211027","MW75-9315","E7","7126 G10","30.05","uM","1","Hot water shut off in building; ",4.891975,6.2775,0.041247,136.858125,1.297312,21.860812,23.5,12,109.5,11.547945,0.432971,31.831572,17.627083,0.142304,75.493151,1.126292,0.026023
"20211027","MW75-9316","F7","7126 G10","30.05","uM","1","Hot water shut off in building; ",10.652427,13.068,0.342666,310.02625,9.19275,57.26675,39,27.5,54,22.5,0.378869,14.545372,35.918571,0.083706,177.833333,0.983865,0.049238
"20210915","MW75-9219","D7","7126 A5","30.06","uM","1","",1.754832,2.1865,0.409769,175.8294,3.4619,161.39405,54.5,17.5,51,70.642857,0.597908,84.773471,351.675,0.16009,269.5,1.348002,0.000432
"20210915","MW75-9217","E7","7126 A5","30.06","uM","1","",2.601438,1.82,0.033519,136.934045,0.414273,137.444182,54.5,18,33.5,63.678571,0.67682,125.373215,568.343269,0.264398,445.75,1.554955,0.002434
"20210915","MW75-9218","F7","7126 A5","30.06","uM","1","",5.070848,5.026,0.416448,177.8501,7.7073,126.0413,22.5,10,36,59.096491,0.400058,69.37129,389.508333,0.044898,249.754386,0.589001,0.000152
"20211110","MW78-6212","D7","7126 C12","30.06","uM","0","(7126 C12) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",8.368739,7.971429,0.299985,219.315,13.285,3.9175,18,2.5,6,16.5,0.39125,9.51087,344.225,0.128266,78.75,0.071333,0.000169
"20220615","MW78-7305","D7","7126 C12","30.06","uM","1","",9.094954,11.386587,0.504262,387.020873,9.204633,391.34986,122.5,85.5,74.5,113.40625,3.323079,41.146427,1563.570265,0.682174,607.71875,1.07927,0.023163
"20211110","MW78-6213","E7","7126 C12","30.06","uM","0","(7126 C12) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",1.875556,0.78,0.093722,96.868,44.9405,104.4575,13.5,4.5,10.5,13.5,0.278629,6.145114,180.175,0.154914,88.928571,0.308472,0.001236
"20220615","MW78-7303","E7","7126 C12","30.06","uM","1","",3.898435,6.89,0.205788,544.857333,4.26125,431.564667,17,13,0,0,0,0,0,0,0,1.649558,0.009734
"20211110","MW78-6211","F7","7126 C12","30.06","uM","0","(7126 C12) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",9.948318,8.839091,0.538719,93.7101,4.1664,124.8947,21.5,10,12,19.125,0.177885,4.080665,164.346429,0.042747,69.9375,0.096412,0.000338
"20220615","MW78-7304","F7","7126 C12","30.06","uM","1","",12.818912,15.158332,0.493828,499.824138,8.170919,331.283599,102,78.5,64,74.5,3.334813,46.887854,581.687917,0.353422,657.525641,1.853382,0.057986
"20211208","MW78-6305","A7","7126 E2","30.06","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211208","MW78-6303","B7","7126 E2","30.06","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211208","MW78-6304","C7","7126 E2","30.06","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20210915","MW75-9220","D7","7126 A10","30.07","uM","1","",11.153236,18.8225,0.300585,352.079448,4.468323,261.324115,90.5,76,81.5,71.722222,1.962892,29.595007,621.571154,0.737942,499.936508,1.053092,0.048389
"20210915","MW75-9301","E7","7126 A10","30.07","uM","1","",11.962631,19.243125,0.325205,332.584854,3.722469,246.785896,80,65.5,152.5,58.243609,1.159201,46.149814,132.961171,0.337498,302.053008,0.765803,0.024293
"20210915","MW75-9302","F7","7126 A10","30.07","uM","1","",20.90435,22.33875,0.409375,451.297417,37.07474,121.456,84.5,64,190.5,57.444444,2.051568,31.761494,135.563787,0.4173,383.05441,1.426298,0.106984
"20211124","MW78-6219","A7","7126 D8","30.07","uM","1","Hot water shut off in building; ",13.608417,9.069462,0.470015,254.4129,9.257,162.1342,76,39,77,79.571429,2.052726,34.25405,605.769106,0.664788,530.071429,0.918084,0.039451
"20211124","MW78-6217","B7","7126 D8","30.07","uM","1","Hot water shut off in building; ",10.95668,9.783977,0.387109,317.492406,6.909972,288.861727,86,59.5,67,89.793103,2.190711,36.992397,925.818155,0.438139,754.895731,1.158422,0.048783
"20211124","MW78-6218","C7","7126 D8","30.07","uM","1","Hot water shut off in building; ",14.186949,19.851875,0.328273,412.028744,11.570389,184.592239,90.5,66,67,92,3.590286,23.325043,645.489821,1.046156,644.325,0.99592,0.039337
"20220223","MW78-7106","A7","7126 G1","30.07","uM","1","",2.035258,1.789091,0.030596,139.4154,1.09575,82.49955,26.5,15,29,39.8125,1.217385,36.252266,800.95,0.197467,205.875,0.706974,0.019135
"20220223","MW78-7107","B7","7126 G1","30.07","uM","1","",5.501176,16.672708,0.225909,357.521927,2.383969,294.040917,52.5,35,35,64,1.663561,28.437817,929.138158,0.423337,413.025,0.80318,0.020247
"20220223","MW78-7108","C7","7126 G1","30.07","uM","1","",5.525109,5.179625,0.284156,307.707781,3.206938,349.423125,84,31,53,87.3125,2.196742,29.396245,1946.218043,0.44837,411.375,0.969636,0.023344
"20210915","MW75-9302","A7","7126 A8","30.08","uM","1","",16.301891,12.24125,0.350399,386.306335,49.421665,243.679786,96,67,98,93.333333,3.212377,40.379864,943.168693,0.729939,820.802083,1.384491,0.067242
"20210915","MW75-9220","B7","7126 A8","30.08","uM","1","",11.436433,7.056875,0.403411,280.506383,41.838633,286.063583,79.5,38.5,67,89.350575,1.685286,37.806698,856.158929,0.440771,570.786535,1.148592,0.020487
"20210915","MW75-9301","C7","7126 A8","30.08","uM","1","",12.286098,14.883029,0.30626,312.747875,16.723268,200.242571,105,55.5,94.5,94.326923,2.696608,27.900676,1055.112868,0.477259,807.019231,1.135515,0.044079
"20210929","MW75-9308","A7","7126 B2","30.08","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20210929","MW75-9306","B7","7126 B2","30.08","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20210929","MW75-9307","C7","7126 B2","30.08","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220119","MW78-6315","D7","7126 F10","30.08","uM","1","",3.904548,3.9845,0.203726,378.13525,6.7095,409.865625,63,22.5,63,75.055556,1.518527,71.046831,870.913462,0.369219,482.044444,1.555839,0.022983
"20220119","MW78-6316","E7","7126 F10","30.08","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220119","MW78-6317","F7","7126 F10","30.08","uM","1","",11.686708,11.04,0.431504,265.4395,7.08,237.168,19,9,17.5,12.5,0.563988,22.983521,292.583333,0.173334,75.714286,1.125984,0.009326
"20220119","MW78-6317","D7","7126 F11","30.09","uM","1","",1.665499,2.408333,0.149019,283.616545,3.851818,281.422636,66,19,46.5,68.214286,1.672514,94.660836,591.4125,0.343793,318.042857,1.776324,0.011303
"20220119","MW78-6315","E7","7126 F11","30.09","uM","1","",5.06031,5.498571,0.224727,318.376,6.25,368.011667,54,20.5,69,56.22619,2.855077,55.239818,673.249444,0.711316,395.089286,1.727368,0.026059
"20220119","MW78-6316","F7","7126 F11","30.09","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211110","MW78-6210","D7","7126 C5","30.1","uM","0","(7126 C5) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220615","MW78-7302","D7","7126 C5","30.1","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211110","MW78-6208","E7","7126 C5","30.1","uM","0","(7126 C5) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220615","MW78-7220","E7","7126 C5","30.1","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211110","MW78-6209","F7","7126 C5","30.1","uM","0","(7126 C5) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220615","MW78-7301","F7","7126 C5","30.1","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211124","MW78-6218","D7","7126 D12","30.1","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211124","MW78-6219","E7","7126 D12","30.1","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211124","MW78-6217","F7","7126 D12","30.1","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211027","MW75-9316","A7","7126 H10","30.12","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211027","MW75-9317","B7","7126 H10","30.12","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211027","MW75-9315","C7","7126 H10","30.12","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220316","MW78-7112","D7","7126 H4","30.12","uM","1","",7.527107,12.841875,0.259735,686.797875,3.983801,339.523256,106.5,90,153,90.31746,1.810815,85.833468,284.760775,0.420831,555.042659,2.236614,0.067629
"20220316","MW78-7113","E7","7126 H4","30.12","uM","1","",3.411999,6.662727,0.141763,339.165659,3.130818,314.062886,27,27,18,23.777778,0.52672,14.303959,187.4625,0.151891,124.444444,1.174701,0.001098
"20220316","MW78-7114","F7","7126 H4","30.12","uM","1","",7.198505,10.597253,0.295904,345.433,4.772712,293.62275,52,39.5,47.5,51.633333,1.384466,31.245794,497.739286,0.300911,249.166667,1.033129,0.013319
"20211124","MW78-6219","D7","7126 D11","30.17","uM","1","Hot water shut off in building; ",9.735,14.947343,0.359078,331.657628,7.24591,248.977679,81.5,44,67,88.198413,2.236773,33.84402,764.883013,0.311358,561.714286,1.088156,0.02714
"20211124","MW78-6217","E7","7126 D11","30.17","uM","1","Hot water shut off in building; ",8.763375,11.232857,0.319371,334.275952,6.166929,404.12475,41.5,33.5,94.5,50.678571,2.128056,48.729159,488.547222,0.72479,272.331081,1.279804,0.026634
"20211124","MW78-6218","F7","7126 D11","30.17","uM","1","Hot water shut off in building; ",9.650016,12.893,0.387096,294.458012,10.964588,184.8423,60.5,33,19,61.5,2.469708,10.471421,1541.975,0.346889,414.25,0.9015,0.017913
"20220316","MW78-7114","A7","7126 H2","30.2","uM","1","",13.072602,20.43649,0.498682,498.384104,5.840031,390.213646,105,95.5,170,90.090909,2.16273,65.082073,339.561136,0.526766,574.954545,1.967407,0.07182
"20220316","MW78-7112","B7","7126 H2","30.2","uM","1","",12.1074,12.795179,0.344787,426.417167,12.842469,616.055313,107,88,137.5,91.727273,2.901056,52.225292,512.930639,1.225087,743.012626,1.442395,0.06097
"20220316","MW78-7113","C7","7126 H2","30.2","uM","1","",11.303251,18.971226,0.514163,563.872603,8.308228,257.700848,119.5,97,177,104.214716,3.282508,60.073939,1219.385101,1.090841,542.072074,1.929019,0.065467
"20210929","MW75-9306","A7","7126 B1","30.21","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20210929","MW75-9307","B7","7126 B1","30.21","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20210929","MW75-9308","C7","7126 B1","30.21","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211027","MW75-9315","D7","7126 H11","30.22","uM","1","Hot water shut off in building; ",2.35279,0.963,0.038768,111.585833,0.532833,134.8895,22.5,13.5,16.5,19.363636,0.150152,40.923025,130.0275,0.063835,109.227273,0.416975,0.003514
"20211027","MW75-9316","E7","7126 H11","30.22","uM","1","Hot water shut off in building; ",1.787663,1.609286,0.050186,90.498,0.806143,121.648286,26,21,18.5,42.416667,0.747103,29.099558,585.740625,0.195247,178.25,0.344859,0.003053
"20211027","MW75-9317","F7","7126 H11","30.22","uM","1","Hot water shut off in building; ",20.846771,1.335,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0.009549,2e-06
"20211124","MW78-6215","B7","7126 D1","30.23","uM","1","Hot water shut off in building; ",5.012055,5.341607,0.378593,404.779375,5.155563,326.245063,51,16.5,92,61.458333,1.286238,103.239995,424.446212,0.297707,332.666667,1.842922,0.035599
"20211124","MW78-6216","C7","7126 D1","30.23","uM","1","Hot water shut off in building; ",2.840152,3.9425,0.107693,225.437568,1.9855,288.542545,33,21.5,64.5,39.676587,0.991626,74.901646,287.807986,0.213958,272.668651,1.247681,0.028646
"20211124","MW78-6217","D7","7126 D10","30.23","uM","1","Hot water shut off in building; ",4.043258,7.244848,0.217031,398.356106,3.324455,344.581424,63.5,36,124,68.244361,1.587684,85.802312,354.886547,0.286201,290.283208,1.391351,0.024439
"20211124","MW78-6218","E7","7126 D10","30.23","uM","1","Hot water shut off in building; ",10.56577,16.455714,0.198655,453.555381,5.789542,208.784595,67,59.5,81.5,65.875,3.173859,44.262936,391.485618,1.108358,506.285714,1.058189,0.032753
"20211124","MW78-6219","F7","7126 D10","30.23","uM","1","Hot water shut off in building; ",11.728488,20.93,0.34236,389.041525,6.856887,129.96425,69.5,35.5,70.5,70.191244,3.417186,20.695517,659.654167,0.68369,505.638249,1.281313,0.039197
"20211124","MW78-6214","C7","7126 D3","30.23","uM","1","Hot water shut off in building; ",6.345142,9.36974,0.326018,260.365621,2.284409,254.399636,47,26,38,46.705882,0.405488,25.200893,478.565625,0.128512,177.264706,0.47737,0.003084
"20220223","MW78-7110","A7","7126 G9","30.23","uM","1","",7.219644,5.293125,0.395959,167.832344,4.6115,201.331375,39,29,38.5,56.5,1.265806,22.692777,56.615217,0.148157,252.6875,0.677272,0.023296
"20220223","MW78-7111","B7","7126 G9","30.23","uM","1","",3.78549,4.788125,0.309457,187.153188,4.2175,149.767656,58,34,37,58.291667,0.947247,39.037763,438.281373,0.125534,255.166667,0.626998,0.010175
"20220223","MW78-7109","C7","7126 G9","30.23","uM","1","",4.890452,10.510625,0.485623,271.898354,4.922667,262.333135,58,33.5,24,59.833333,0.976619,40.72014,868.9575,0.204816,492.136364,0.837824,0.012285
"20210915","MW75-9217","A7","7126 A1","30.28","uM","1","",9.265908,12.94025,0.197691,489.1561,3.546775,195.773925,79.5,34.5,126,94.5,2.164024,68.832897,353.803571,0.306319,655.545272,2.101947,0.068597
"20210915","MW75-9218","B7","7126 A1","30.28","uM","1","",9.298669,11.0625,0.379328,311.990646,4.318719,179.83776,89,41,118,94.357143,2.006278,42.695679,975.806048,0.530525,635.952381,1.558391,0.058308
"20210915","MW75-9219","C7","7126 A1","30.28","uM","1","",8.322088,6.255,0.708564,356.844344,12.270562,448.048719,92.5,33,63.5,95.954545,1.876822,63.421905,1489.767969,0.215417,769.568182,1.455159,0.028615
"20220316","MW78-7117","D8","9163 A4","30.29","mg/ml","1","",12.343693,16.554273,0.44502,495.755313,21.016643,248.205049,99,68.5,122,88.275,2.356429,80.275532,454.786822,0.359563,811.2875,1.592372,0.052937
"20220316","MW78-7115","E8","9163 A4","30.29","mg/ml","1","",5.266185,7.986234,0.094414,334.420818,2.2725,150.919604,44.5,38,119.5,53.048824,1.543228,75.331713,157.193654,0.244021,279.835882,2.381791,0.035276
"20220316","MW78-7116","F8","9163 A4","30.29","mg/ml","1","",6.219635,6.255,0.556737,374.90025,4.97425,379.84675,15.5,10.5,3,7.5,0.146875,3.312102,0.3,0.030936,39,1.253634,0.011153
"20211110","MW78-6208","D7","7126 C4","30.3","uM","0","(7126 C4) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",2.052509,0.27,0,0,0,0,9.5,0,7.5,11.1,0.120714,7.694938,269.90625,0.023013,22.5,0.041913,2.8e-05
"20220615","MW78-7220","D7","7126 C4","30.3","uM","1","",7.46485,8.108,0.217252,376.0464,4.482767,305.5029,108.5,66,91.5,85.014706,2.2793,41.020038,662.360417,0.637958,406.156109,1.59731,0.040415
"20211110","MW78-6209","E7","7126 C4","30.3","uM","0","(7126 C4) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",2.535,2.777143,0.15173,54.74625,2.54325,28.6665,10.5,3,7.5,21.9,0.199137,4.760594,213.1125,0.034565,103.8,0.140213,0.000531
"20220615","MW78-7301","E7","7126 C4","30.3","uM","1","",9.674139,10.541679,0.382035,476.0431,5.694294,474.894688,112,99.5,125,89.062865,2.543758,52.668963,343.993261,0.648002,514.003655,1.943898,0.061344
"20211110","MW78-6210","F7","7126 C4","30.3","uM","0","(7126 C4) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",2.850005,4.1625,0.180994,126.789,5.763,2.6325,6,1.5,4.5,18,0.155303,3.520321,346.95,0.043781,82,0.06368,0
"20220615","MW78-7302","F7","7126 C4","30.3","uM","1","",10.113674,8.76575,0.164204,402.286929,5.600911,321.298196,96.5,73,95,88.5,2.8188,62.213678,455.700793,0.344232,680.196078,2.044548,0.060909
"20210929","MW75-9311","D7","7126 B11","30.31","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20210929","MW75-9309","E7","7126 B11","30.31","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20210929","MW75-9310","F7","7126 B11","30.31","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211208","MW78-6304","D7","7126 E6","30.31","uM","1","Hot water shut off in building; ",5.687855,14.4855,0.2611,189.983083,1.699774,63.065321,50.5,28.5,79,56.728261,0.516417,23.099118,639.958333,0.063907,198.695652,0.298257,0.00558
"20211208","MW78-6305","E7","7126 E6","30.31","uM","1","Hot water shut off in building; ",5.793768,7.645,0.459857,161.167625,3.610125,56.53125,37,20.5,40.5,43.189394,0.52937,21.93132,670.310714,0.132437,187.893939,0.294792,0.007733
"20211208","MW78-6303","F7","7126 E6","30.31","uM","1","Hot water shut off in building; ",10.268776,17.826477,0.592698,273.888705,7.874256,159.114256,67.5,31,46,53.75,0.623818,9.218758,422.463406,0.074709,201.25,0.232591,0.005365
"20220223","MW78-7108","A7","7126 G2","30.4","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220223","MW78-7106","B7","7126 G2","30.4","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220223","MW78-7107","C7","7126 G2","30.4","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220223","MW78-7111","D7","7126 G11","30.43","uM","1","",3.335095,2.81875,0.27716,178.632302,3.424875,290.911594,54,31.5,18.5,60.25,1.616843,24.410261,1338.940625,0.229326,421,0.673087,0.011693
"20220223","MW78-7109","E7","7126 G11","30.43","uM","1","",5.512665,6.134286,0.354994,285.88575,5.57,78.6495,38,11.5,60,38.955882,2.08364,25.802539,2378.043182,0.166516,166.205882,0.718721,0.017655
"20220223","MW78-7110","F7","7126 G11","30.43","uM","1","",7.110177,8.5275,0.243451,220.044344,4.917781,170.743062,64,44,29,63.34375,2.448804,18.132345,1322.615,0.412757,537,0.899287,0.026485
"20211110","MW78-6210","A7","7126 C2","30.48","uM","0","(7126 C2) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",1.326669,0.09,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0
"20220615","MW78-7302","A7","7126 C2","30.48","uM","1","",5.753483,7.7175,0.06221,375.324833,1.236385,141.628323,70.5,61.5,120,88.4,1.406268,154.467182,392.378239,0.152565,563.8,2.02778,0.047695
"20211110","MW78-6208","B7","7126 C2","30.48","uM","0","(7126 C2) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",0.636667,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0
"20220615","MW78-7220","B7","7126 C2","30.48","uM","1","",3.661472,9.376875,0.204952,402.975,1.796688,228.257094,71,66,112,63.659091,0.626429,149.034542,135.062323,0.190481,492.912679,2.107984,0.041915
"20211110","MW78-6209","C7","7126 C2","30.48","uM","0","(7126 C2) Sample has >= 4 noisy endpoints and platewise median of controls < 2SD below mean of all NFA data for key general activity endpoints; Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220615","MW78-7301","C7","7126 C2","30.48","uM","1","",2.682806,3.820714,0.084211,353.534036,1.364107,265.216036,63.5,56,65,90.157005,1.225903,168.455981,678.332576,0.095584,531.608696,1.706346,0.018606
"20220223","MW78-7108","D7","7126 G5","30.76","uM","1","",9.050147,22.7175,0.423389,415.449273,5.125818,349.358455,27.5,21,33,16.431818,0.450682,11.698195,60.2,0.113179,73.363636,1.151126,0.014406
"20220223","MW78-7106","E7","7126 G5","30.76","uM","1","",3.331568,1.974,0.034605,121.386,2.2884,92.3412,22.5,22.5,25.5,18.617647,1.27656,9.530318,79.673438,0.901574,168.176471,0.58222,0.032028
"20220223","MW78-7107","F7","7126 G5","30.76","uM","1","",1.360385,1.723846,0.040091,134.005731,1.221923,81.8175,19.5,19.5,24,21,0.646598,24.585325,84.895,0.188905,163.96875,0.576952,0.013917
"20220316","MW78-7114","D7","7126 H5","30.91","uM","1","",9.677113,11.651039,0.431224,377.124083,5.791798,381.884036,83,59.5,109.5,76.889037,1.856468,53.586469,534.021566,0.419421,527.389867,1.342596,0.038048
"20220316","MW78-7112","E7","7126 H5","30.91","uM","1","",15.215496,16.332973,0.515623,456.55706,6.83347,317.189379,83.5,72,149.5,72.519841,2.283913,58.827006,362.156873,0.270793,548.392857,1.731874,0.079803
"20220316","MW78-7113","F7","7126 H5","30.91","uM","1","",5.982794,7.39,0.166853,457.418,4.228667,241.227,21,11,12,27.333333,0.30246,38.506049,256.62,0.108622,122,1.424967,0.009052
"20220223","MW78-7111","A7","7126 G8","30.92","uM","1","",7.925576,6.501705,0.48199,280.393312,33.183312,209.851781,81,40.5,38,59,1.105182,39.346063,1762.435714,0.327016,313.659091,0.555772,0.012066
"20220223","MW78-7109","B7","7126 G8","30.92","uM","1","",9.726053,12.638977,0.655936,197.875094,5.705562,217.103781,57.5,36,43,51.897727,1.204154,11.281355,547.813095,0.296793,221.306818,0.300097,0.010721
"20220223","MW78-7110","C7","7126 G8","30.92","uM","1","",4.426674,4.505357,0.217954,158.9831,3.11695,194.920275,63,32.5,22.5,78,1.954931,19.190687,1873.2125,0.153704,487.083333,0.772499,0.011964
"20211124","MW78-6214","B7","7126 D2","31.33","uM","1","Hot water shut off in building; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211124","MW78-6215","A7","7126 D3","31.33","uM","1","Hot water shut off in building; ",3.751676,1.541538,0.155315,138.653455,1.819682,266.771,34,19,35.5,39.607143,0.360448,22.320142,327.218561,0.08249,100.642857,0.364569,0.002255
"20211124","MW78-6216","B7","7126 D3","31.33","uM","1","Hot water shut off in building; ",0.303336,0.45,0.069059,71.154,0.783,137.5515,3,1.5,3,10.5,0.0825,8.823529,450.375,0.010607,24.75,0.097293,0
"20220330","MW78-7120","A8","9163 B7","34.34","mg/ml","1","",0.389167,1.305,0.108839,95.8815,1.0665,94.56675,3,3,0,0,0,0,0,0,0,0.841906,0
"20220330","MW78-7118","B8","9163 B7","34.34","mg/ml","1","",2.411821,1.1625,0,0,0,0,15,0,2.5,12.5,0.291667,12.079832,0,0,57.5,1.219777,3e-06
"20220330","MW78-7119","C8","9163 B7","34.34","mg/ml","1","",0.654447,0.84,0,0,0,0,6.5,0,4.5,7.5,0.166667,17.400881,71.4375,0.014434,39.5,0.771086,0
"20220413","MW78-7202","D8","9163 A9","4.651","mg/ml","1","",2.666396,2.018545,0.126387,299.61165,1.6089,231.75615,54.5,17.5,26.5,54.227273,1.007681,57.571838,622.953333,0.142062,401,1.025226,0.010794
"20220413","MW78-7203","E8","9163 A9","4.651","mg/ml","1","",7.936958,1.3,0.235473,193.5,86.336,3.49,18,2,5,31.25,0.283803,13.392857,917.125,0.011542,123.75,0.056603,0.000121
"20220413","MW78-7204","F8","9163 A9","4.651","mg/ml","1","",0.228335,1.62,0.030229,113.868,0.1665,86.5905,1.5,1.5,0,0,0,0,0,0,0,0,0
"20210915","MW75-9218","A6","7126 A3","5","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20210915","MW75-9219","B6","7126 A3","5","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20210915","MW75-9217","C6","7126 A3","5","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220330","MW78-7119","D6","7126 A3","5","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
